CODIGO_ANTERIOR,MUNICIPIO,PERSONA_PRESTADORA,NOMBRE_SISTEMA,ARO,FECHA_VISITA_1_2,CONCEPTO_1_2,FUNCIONARIO_1_2,IRCA_1_2,OBSERVACION_1_2,COMPONENTE_AFECTADO,INTERVENCION_SUGERIDA,HALLAZGO_CLAVE,FECHA_MUESTREO_1_7,IRCA_1_7,CODIGO_LABORATORIO_1_7,RESULTADO_1_7,ESTADO_MUESTRA_1_7,PUNTO_MUESTREO_1_7,TIPO_ANALISIS_1_7,SOPORTE_SISA,TOTAL_VISITAS_1_2,TOTAL_MUESTREOS_1_7
124646,RIOFRIO,JUNTA DE ACUEDUCTO LA GUAIRA,JUNTA DE ACUEDUCTO LA GUAIRA,2,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-05-27,79.13,20260527-8564-VIG,Aceptada,Cerrado,76616-1,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
113637,ROLDANILLO,ACUEDUCTO RURAL LA ARMENIA ALTA,ACUEDUCTO RURAL LA ARMENIA ALTA,1,2026-05-22,FAVORABLE CON REQUERIMIENTOS,ANA MILENA MENDEZ ARANA,41.45,"AL REALIZAR LA VISITA SE VERIFICA QUE LA COMUNIDAD CUENTA CON SISTEMAS INDIVIDUALES DE TRATAMIENTO FILTRO TIPO EKOFIL; SE OBSERVAR QUE LO USAN ADECUADAMENTE, SIN EMBARGO SE RECOMIENDA REALIZAR LIMPIEZA Y MANTENIMIENTO A LAS ESTRUCTURAS QUE HACEN PARTE DEL SISTEMA DE ABASTO; ADICIONALEMENTE TENER EN CUENTA LAS BPS VALORADAS EN 4, 2, 1.5, SE DEBEN VOLVER CERO Y TENIENDO EN CUENTA EL VALOR DEL IRCA DE FEBRERO/2026 SE RECOMIENDA ELABORAR Y PRESENTAR PLAN DE MEJORAMIENTO QUE ABORDA LO HALLADO PLAZO 30 DÌAS. NOTA:DEC 0294/2026 EN LA VISITA NO E EVIDENCIA CRIADERO DE MOSQUITOS",Tratamiento,Tratamiento / filtración,"tratamiento, filtro. También menciona: Protección sanitaria / fuente, Operación y mantenimiento",2026-05-26,45.04,20260526-8523-VIG,Aceptada,Cerrado,0005,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
120056,ROLDANILLO,ACUEDUCTO RURAL LA ARMENIA BAJA,ACUEDUCTO RURAL LA ARMENIA BAJA,1,2026-05-23,FAVORABLE CON REQUERIMIENTOS,ANA MILENA MENDEZ ARANA,43.86,"AL REALIZAR LA VISITA SE VERIFICA QUE LA COMUNIDAD CUENTA CON SISTEMAS INDIVIDUALES DE TRATAMIENTO-FILTRO EKOFIL, SE RECOMIENDA TENER EN CUENTA LAS BPS VALORADAS EN 4-2 Y 1.5. SE DEBE VOLVER CERO Y TENIENDO EN CUENTA EL VALOR DEL ULTIMO IRCA INVIABLE SANITARIAMENTE-91.73% DE FEB/2026 SE RECOMIENDA ELABORAR Y PRESENTAR PLAN DE MEJORAMIENTO QUE ABORDE LO HALLADO. PLAZO 30 DÌAS. NOTA:DEC 0294/2016. EN LA VISITA NO SE EVIDENCIA PRESENCIA DE MOSQUITOS.",Tratamiento,Tratamiento / filtración,"tratamiento, filtro. También menciona: Gestión administrativa",2026-05-26,85.27,20260526-8525-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
124840,ROLDANILLO,ACUEDUCTO RURAL VEREDA CACERES,ACUEDUCTO RURAL VEREDA CACERES,1,2026-03-06,FAVORABLE CON REQUERIMIENTOS,ANA MILENA MENDEZ ARANA,18.18,"SE RECOMIENDA TENER EN CUENTA LA RES 622/2020 CON EL FINDE MEJORAR EN CALIDAD Y CANTIDAD, ASÍ MISMO LAS BPS VALORADAS EN 4 Y 2 VOLVER LOS CERO, DADO LO ANTERIOR Y EL ULTIMO DEL 26 NOV-25 36.36% - ALTO -NIVEL DE RIESGO SE RECOMIENDA ELABORAR PLAN DE CUMPLIMIENTO PARA ABORDAR LAS FALENCIAS LAS FALENCIAS EL CUAL SE DEBE ENTREGAR A LA UES VALLE PARA REALIZAR SEGUIMIENTO-PLAZO 30 DÍAS. NOTA: PORFAVOR SE RECOMIENDA, CORREGIR EL NOMBRE DEL ACUERDUCTO Y EL NOMBRE DEL RTE LEG NOTA: DEC 0294/2016 NO SE EVIDENCIARON MOSQUITOS, SE BRINDA INFORMACIÓ DEL TEMA",Seguimiento,Seguimiento / verificación técnica,Requiere lectura técnica de la observación,2026-03-24,5.50,20260324-7362-VIG,Aceptada,Cerrado,0005,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
103487,ROLDANILLO,ACUEDUCTO RURAL VEREDA EL PIE,ACUEDUCTO RURAL VEREDA EL PIE,1,2026-03-03,FAVORABLE CON REQUERIMIENTOS,ANA MILENA MENDEZ ARANA,0.00,"SE RECOMIENDA REALIZAR - TENER ENCUENTA LA RES 622/20 CON EL FIN DE MEJORAR EN CALIDAD Y CANTIDAD ASÍ COMO LAS BPS VALORADAS EN 4 Y 2 SE DEBEN VOLVER CERO; SE VERIFICA QUE NO REALIZAN DESINFECCIÓN Y SOLO APROXIMADAMENTE 15 USUARIO CUENTA CON FILTRO TIPO EKOFIL, DADO LO ANTERIOR SE RECOMIENDA ELABORAR PLAN DE MEJORAMIENTO PARA MEJORAR CALIDAD DE AGUA DE CONSUMO-PLAZO 30 DÍAS NOTA: DEC 0294/2016 NO SE EVIDENCIARON MOSQUITOS, SE BRINDA INFORMACIÓ DEL TEMA",Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Tratamiento / filtración, Gestión administrativa",2026-03-24,45.87,20260324-7358-VIG,Aceptada,Cerrado,0003,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
60383,ROLDANILLO,ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO LA VEREDA LA SOLEDAD,ASOCIACION COMUNITARIA ADMINISTRADORA ACUEDUCTO LA SOLEDAD,1,2026-02-23,FAVORABLE CON REQUERIMIENTOS,ANA MILENA MENDEZ ARANA,53.62,"SE RECOMIENDO TENER EN CUENTA LA RES 622/2020 CON EL FIN DE MEJORAR EN CALIDAD Y CANTIDAD ASI COMO LOS BPS VALORADAS VOLVERLAS CERO, SE VERIFICA QUE ESTAN REALIZANDO PROCESO DE DESINFECCION, SE OBSERVAN QUE SE INSTALO FILTROS RAPIDOS COMPACTOS QUE AL MOMENTO DE LA VISITA NO HAN SIDO INSTALADAS; SE RECOMIENDA SU CONEXION: DADO LO ANTERIOR Y TENIENDO EN CUENTA EL ULTIMO VALOR DEL IRCA, OCT /25=25.71%SE RECOMIENDA ELABORAR PLAN DE CUMPLIMIENTO CON EL FIN DE ABORDAR FALENCIAS Y MEJORAR EN CALIDDAD PLAZO 30 DIAS PARA LA ENTREGA. NOTA: DEC 0294-2016 NO SE EVIDENCIO CRIADERO DE MOSQUITOS SE BRINDA INFORMACION SOBRE EL TEMA DE CRIADEROS.",Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Tratamiento / filtración, Protección sanitaria / fuente",2026-05-26,42.55,20260526-8527-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
58643,ROLDANILLO,ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO RURAL COMUNITARIO-ACUACAMPO.,ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO RURAL COMUNITARIO ACUACAMPO,1,2026-06-03,FAVORABLE,ANA MILENA MENDEZ ARANA,9.04,"SE REALIZA VISITA AL ACUEDUCTO DONDEN SE VERIFICA QUE EN EL MES DE ABRIL SE REALIZO REPOSICION DE APROXIMADAMENTE 240 METRO DE TUBERIA DE 3"" EN EL SECTOR LINDEROS PLACA HUELLA QUE PASA POR LA CAPILLA QUEDANDO FALTANDO OTRO TRAMO QUE ESTAN EN PROCESO DE REALIZAR; SE INSTALO VALVULA. REGULADOR DE PRESION AL INICIO DE LA RED-ISIGU-FEB 2026 LO QUE AYUDO A MANEJAR PRESIONES EN LA RED DE DISTRIBUCCION; DANDO CUMPLIMIENTO A LOS REQUERIMIENTOS DE LA VISITA ANTERIOR MES DE MARZO/2025. SE RECOMIENDA REALIZAR UN ANALISIS DE LABORATORIO PARA LA CALIDAD DE AGUA. NOTA: DECRETO 0294/2016 EN EL RECORRIDO NO SE EVIDENCIA PRESENCIA DE MOSQUITOS.",Red de distribución,Red / conducción,"red, tuberia, tubería, presion",2026-03-24,0.00,20260324-7396-VIG,Aceptada,Cerrado,0008,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
60380,ROLDANILLO,ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO EL REY (ASUACOR),ASUACOR,1,2026-06-11,FAVORABLE CON REQUERIMIENTOS,ANA MILENA MENDEZ ARANA,18.08,"AL REALIZAR LA VISITA A LA PLANTA DE TRATAMIENTO SE OBSERVA QUE CUENTAS CON PROCESO DE COAGULACION CON PAC, FILTROS GRUESOS (8UNIDADES) REALIZAN PROCESO DE DESINFECCION CON CLORO LIQUIDO AL 13% SE RECOMIENDA TENER EN CUENTA LAS BPS VALORADAS. EN 4-2 Y 1.5 SE DEBE VOLVER CERO, ESTO CON EL FIN DE MEJORA LA CALIDAD DEL AGUA DE CONSUMO. Y ACTIVIDADES QUE SE REALIZAN EN OPERACION Y MANTENIMIENTO DEL SISTEMA DE ABASTO CON QUE CUENTAN POR LO ANTEIOR SE RECOMIENDA ELABORAR Y PRESENTAR PLAN DE MEJORAMIENTO PLAZO DE 30 DIAS SE SOCIALIZA EL DEC 960/2025.",Desinfección,Desinfección / cloración,"cloro, desinfeccion, desinfección. También menciona: Tratamiento / filtración, Operación y mantenimiento",2026-05-26,0.00,20260526-8536-VIG,Aceptada,Cerrado,0003,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
61940,ROLDANILLO,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE CASCARILLO MUNICIPIO DE ROLDANILLO ARCAS,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE CASCARILLO MUNICIPIO DE ROLDANILLO ARCAS,1,2026-03-05,DESFAVORABLE,ANA MILENA MENDEZ ARANA,86.67,"SE RECOMIENDA TENER EN CUENTA LA RES 622/2020, CON EL FIN DE MEJORAR EN CALIDAD Y CANTIDAD; ASÍ COMO LAS BPS VALORADAS EN 4 Y 2 VOLVERLAS CERO, Y TENIENDO EN CUENTA EL ULTIMO VALOR DEL IRCA DEL MES DE NOV-25=90.37% INVIABLE SANITARIAMENTE. SE RECOMIENDA ELABORAR Y PRESENTAR PLAN DE CUMPLIMIENTO QUE ABORDE LA PROPUESTA DE MEJORAMIENTO EN EL TIEMPO PLAZO 30 DÍAS NOTA: SE RECOMIENDA ACTUALIZAR EL NOMBRE DEL PRESTADOR DEL ACUEDUCTO A CAMARA Y COMERCIO-# DE SUSCRIPTORES, DOCUMENTO DE IDENTIDAD Y REPRESENTANTE LEGAL NOTA: DEC 0294/2016 NO SE EVIDENCIARON MOSQUITOS, SE BRINDA INFORMACIÓ DEL TEMA",Seguimiento,Seguimiento / verificación técnica,Requiere lectura técnica de la observación,2026-03-24,79.13,20260324-7367-VIG,Aceptada,Cerrado,0002,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
60379,ROLDANILLO,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA EL RETIRO,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO VEREDA EL RETIRO,1,2026-02-23,DESFAVORABLE,ANA MILENA MENDEZ ARANA,67.19,"SE RECOMIENDA TENER EN CUENTA LA RES. 622/20 CON EL FIN DE MEJORAR EN CALIDAD Y CANTIDAD, ASI COMO LAS BPS VALORADAS EN 4 Y 2, VOLVERLAS CERO, TENIENDO EN CUENTA LO ANTERIOR Y EL VALOR DEL IRCA DEL MES DE OCT/25-91.73%, SE RECOMIENDA ELABORAR PLAN DE CUMPLIMIENTO PARA ABORDAR FALENCIAS EN CUANTO A CALIDAD Y ASI MEJORAR LA CALIDAD DEL AGUA DE CONSUMO; SE VERIFICA QUE RELIZAN PROCESO DE DESINFECCION Y ADEMAS EL GRUPO CELSIA-ARGOS ENTREGO 20 FILTROS TIPO EKOFIL A LA COMUNIDAD PLAZO 30 DIAS PARA LA ENTREGA DE COMPLEMENTO.",Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Tratamiento / filtración",2026-05-26,78.01,20260526-8530-VIG,Aceptada,Cerrado,0003,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
62922,ROLDANILLO,ASOCIACION DE USUARIOS DEL ACUEDUCTO SANTA CLARA - ASUMO,SANTA CLARA (ASUMO),1,2026-02-17,DESFAVORABLE,ANA MILENA MENDEZ ARANA,52.88,"SE RECOMIENDA TENER EN CUENTA LA RES 622/20 CON EL FIN DE MEJORAR EN CALIDAD Y CANTIDAD, ASÍ COMO LAS BPS VALORADAS EN 4 Y 2 BAJARLAS A CERO, ADEMAS SE RECOMIENDA PARTICIPAR DE LAS MESAS TÉCNICAS DEL MUNICIPIO CON EL FIN DE PRESENTAR DIAGNÓSTICO DEL ESTADO DEL SISTEMA DE ABASTO Y ASÍ PLANTEAR SOLUCIONES ACORDES A LAS CONDICIONES DEL ACUEDUCTO NOTA: DEC 0294/2016 NO SE EVIDENCIÓ CRIADEROS DE MOSQUITOS SE BRINDA INFORMACIÓN SOBRE EL TEMA DE MOSQUITOS",Protección sanitaria,Protección sanitaria / fuente,criadero,2026-03-24,21.58,20260324-7357-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
61941,ROLDANILLO,ASOCIACIÓN DE USUARIOS DEL DISTRITO DE RIEGO SAN ISIDRO-CAJAMARCA,ASOCIACIÓN DE USUARIOS DEL DISTRITO DE RIEGO SAN ISIDRO-CAJAMARCA,1,2026-02-13,FAVORABLE CON REQUERIMIENTOS,ANA MILENA MENDEZ ARANA,24.88,"SE RECOMIENDA TENER EN CUENTA LA RES 622/2020 CON EL FIN DE MEJORAR EN CALIDAD Y CANTIDAD, ASÍ COMO LAS BPS VALORADAS EN 4 Y 2, VOLVERLAS CERO, SE RECOMIENDA PARTICIPAR DE LA MESA TÉCNICA DE MUNICIPIO CON EL FIN DE EXPONER LA SITUACIÓN DE ACUEDUCTO ASÍ COMO ALTERNATIVAS PARA MEJORAR. NOTA: DECRETO 029/2016 NO SE EVIDENCIÓ CRIADEROS DE VECTORES",Protección sanitaria,Protección sanitaria / fuente,"criadero, vectores",2026-03-24,30.21,20260324-7353-VIG,Aceptada,Cerrado,0001,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
113244,SAN PEDRO,ACUEDUCTO RURAL LOS MATES,ACUEDUCTO RURAL LOS MATES,2,2026-04-17,DESFAVORABLE,VALERIA PATIÑO HERNANDEZ,89.75,"CUENTAN CON BOCATOMA, DESARENADOR Y TANQUE DE ALMACENAMIENTO EN PVC CON DESGASTE NORMAL POR USO Y TIEMPO. EL SISTEMA DE DESINFECCIÓN SE ENCUENTRA INACTIVO. SE REQUIERE CONFORMAR Y LEGALIZAR JUNTA DE ACUEDUCTO Y DEFINIR UN APORTE ECONÓMICO POR USUARIO PARA EL SOSTENIMIENTO Y MEJORAMIENTO DEL ACUEDUCTO. SE DEBE LLEVAR BITÁCORA O REGISTRO DE TODAS LAS ACTIVIDADES QUE SE REALIZAN EN EL ACUEDUCTO INCLUYENDO REPARACIÓN DE FUGAS. DE LOS 7 SUSCRIPTORES SOLO 4 CUENTAN CON SOLUCIONES INDIVIDUALES FILTROS EKOFIL.",Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Tratamiento / filtración, Captación / bocatoma",,,,,,,,Visita 1.2,1,0
149455,SAN PEDRO,ASOCIACION DE PRODUCTORES AGROPECUARIOS VICTIMAS DEL CONFLICTO ARMADO DE COLOMBIA - LA CAMILA - ASOCAMILA,ASOCIACION DE PRODUCTORES AGROPECUARIOS VICTIMAS DEL CONFLICTO ARMADO DE COLOMBIA - LA CAMILA - ASOCAMILA,2,2026-03-17,DESFAVORABLE,VALERIA PATIÑO HERNANDEZ,60.94,"ACTUALMENTE LA COMUNIDAD SE SIGUE ABASTECIENDO DE ALJIBES (POZOS) ARTESANALES Y A TRAVÉS DEL CARROTANQUE QUE ENVÍA LA ADMINISTRACIÓN MUNICIPAL. VALLECAUCANA DE AGUAS YA CONSTRUYÓ BOCATOMAS, DESARENADOR, SISTEMA DE BOMBEO, RED DE ADUCCIÓN E INSTALÓ PLANTA COMPACTA EN PARTE ALTA DE LA VEREDA GUADALEJO, SIN EMBARGO, ESTÁ PENDIENTE LA INSTALACIÓN DE RED DE DISTRIBUCIÓN HACIA LOS USUARIOS Y LA PUESTA EN OPERACIÓN DEL SISTEMA. LA ADMINISTRACIÓN DEL NUEVO ACUEDUCTO QUEDARÁ A CARGO DE LA JUNTA DE ACCIÓN COMUNAL.",Captación,Captación / bocatoma,"bocatoma, desarenador, aduccion, aducción. También menciona: Tanque / almacenamiento, Red / conducción",2026-05-13,,20260513-8317-VIG,0,0,76670,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,3
60316,SAN PEDRO,ASOCIACION DE SUSCRIPTORES ACUEDUCTO Y ALCANTARILLADO SAN JOSE - ASAAL,ASOCIACION DE SUSCRIPTORES ACUEDUCTO Y ALCANTARILLADO SAN JOSE - ASAAL,2,2026-06-11,FAVORABLE CON REQUERIMIENTOS,VALERIA PATIÑO HERNANDEZ,1.83,"EN VISITA SE OBSERVA QUE SE ENCUENTRAN EN PROCESO DE CONSTRUCCIÓN DE LA NUEVA PLANTA DE TRATAMIENTO, YA SE REALIZÓ REPOSICIÓN DE LA RED DE DISTRIBUCIÓN (LÍNEA PRINCIPAL). LA PLANTA ANTIGUA SE ENCUENTRA OPERANDO CON NORMALIDAD Y EL SISTEMA DE DESINFECCIÓN SE ENCUENTRA ACTIVO. SE REQUIERE SOLICITAR A CONTRATISTA EL MANUAL DE OPERACIÓN Y MANTENIMIENTO DE LA PLANTA DE TRATAMIENTO DOCUMENTADO UNA VEZ SE ENCUENTRE CONSTRUIDA.",Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Tratamiento / filtración, Red / conducción",2026-05-13,0.00,20260513-8318-VIG,Aceptada,Cerrado,76670-1,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,3
58644,SAN PEDRO,ASOCIACION DE USUARIOS DEL ACUEDUCTO MONTERREDONDO ESP,ASOCIACION DE USUARIOS DEL ACUEDUCTO MONTERREDONDO ESP,2,2026-06-10,DESFAVORABLE,VALERIA PATIÑO HERNANDEZ,19.53,"SE OBSERVA ESTRUCTURAS BASICAS (CAPTACION, DESARENADOR, TANQUE) FUNCIONALES CON DESGASTE NORMAL POR USO Y TIEMPO. CUENTAN CON SISTEMA DE DESINFECCION ACTIVO. SE REQUIERE CERTIFICAR A FONTANERA EN COMPETENCIAS LABORALES, LLEVAR REGISTRO DE TODAS LAS ACTIVIDADES QUE SE REALIZAN EN EL ACUEDUCTO INCLUYENDO REPARACION DE FUGAS. LA ADMINISTRACION MUNICIPAL CONSTRUIRA NUEVO TANQUE DE ALMACENAMIENTO, SE RECOMIENDA GESTIONAR ADEMAS LA IMPLEMENTACION DE MACROMEDICION Y OTROS PROCESOS DE TRATAMIENTO.",Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Tratamiento / filtración, Captación / bocatoma",2026-05-13,0.00,20260513-8321-VIG,Aceptada,Cerrado,76670,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,4
59536,SAN PEDRO,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO DEL CORREGIMIENTO LOS CHANCOS SAN PEDRO VALLE,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO DEL CORREGIMIENTO LOS CHANCOS SAN PEDRO VALLE,2,2026-06-11,FAVORABLE CON REQUERIMIENTOS,VALERIA PATIÑO HERNANDEZ,0.00,"SE OBSERVA PLANTA OPERANDO CON NORMALIDAD Y SISTEMA DE DESINFECCIÓN ACTIVO, SE REUQIERE REPARAR FILTRACIONES EN FILTRO, CERTIFICAR A FONTANEROS EN COMPETENCIAS LABORALES, MEJORAR SEÑALIZACIÓN EN PLANTA Y TANQUES, ADQUIRIR EQUIPOS PARA MEDICIÓN DE OTROS PARAMETROS DE LABORATORIO COMO TURBIEDAD Y COLOR APARENTE, SE DEBE ADECUAR O CAMBIAR VENTOSAS, ADECUAR PUNTO DE MUESTREO N° 4 Y LLEVAR REGISTRO CONTINUO DE TODAS LAS ACTIVIDADES QUE SE REALIZAN EN EL ACUEDUCTO INCLUYENDO REPARACIÓN DE FUGAS",Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Tratamiento / filtración, Tanque / almacenamiento",2026-05-13,0.00,20260513-8313-VIG,Aceptada,Cerrado,76670-3,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,3
129899,SAN PEDRO,JUNTA DE ACCION COMUNAL DEL CORREGIMIENTO DE ANGOSTURAS,JUNTA DE ACCION COMUNAL DEL CORREGIMIENTO DE ANGOSTURAS,2,2026-06-10,,VALERIA PATIÑO HERNANDEZ,,"CERRADO SACAR DEL CENSO DE ACUEDUCTOS SE REALIZA VISITA AL CORREGIMIENTO DE ANGOSTURAS DONDE SE OBSERVA QUE NO CUENTAN CON ACUEDUCTO COMUNITARIO. DELA FUENTE DE LA FINCA LA ESPERANZA SE ABASTECEN ATRAVES DE MANGUERA EL PUESTO DE SALUD, LA CASETA COMUNAL, LA I.E. JULIO CAICEDO TELLEZ SEDE ANTONIA SANTOS CON 5 ESTUDIANTES Y APROXIMADAMENTE 5 VIVIENDAS. EL RESTO DE LAS VIVIENDAS, APROXIMADAMENTE 25 SE ABASTECEN DE MANERA ARTESANAL DE DIFERENTES FUENTES TODAS LAS VIVIENDAS CUENTAN CON SOLUCIONES INDIVIDUALES FILTROS EKOFIL INCLUIDA LA ESCUELA",Tratamiento,Tratamiento / filtración,"filtro, soluciones individuales. También menciona: Captación / bocatoma, Red / conducción",,,,,,,,Visita 1.2,1,0
58769,SEVILLA,ACUEDUCTO AGUACOLORADAS,ACUEDUCTO AGUACOLORADAS,2,,,,,,Sin dato,Sin observación técnica,Sin observación para clasificar,2026-04-13,,20260413-7647-VDM,Aceptada,0,76890-1,Fisicoquimico y Microbiologico,Muestreo 1.7,0,1
59785,SEVILLA,ACUEDUCTO AGUAVITAL COROZAL,"ASOCIACION DE USUARIOS DEL CORREGIMIENTO DE COROZAL - ""AGUA-VITAL COROZAL""",2,2026-06-18,FAVORABLE CON REQUERIMIENTOS,WILLIAM ALBERTO CARLOSAMA JIMENEZ,0.00,"SE CUENTA CON PLANTA PMUE - OPERA DE MANERA CORRECTA GARANTIZANDO LA CALIDAD DEL AGUA. SE REQUIERE MEJORAR CERRAMIENTO DE PLANTA, MEJORAR TAPA DE TANQUE DE CLORACIÓN. REALIZAR ANALÍTICA EN RED CON LABORATORIO DE ACUERDO A RES 622 DE 2020. CERTIFICAR OPERARIO DE RED Y PLANTA.",Desinfección,Desinfección / cloración,"cloracion, cloración. También menciona: Tanque / almacenamiento, Red / conducción",2026-05-13,21.27,20260513-8320-VIG,Aceptada,Cerrado,76736-1,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,3
113716,SEVILLA,ACUEDUCTO DE SALDAÑA ACUASALDAÑA,ACUEDUCTO DE SALDAÑA ACUASALDAÑA,2,2026-01-28,DESFAVORABLE,WILLIAM ALBERTO CARLOSAMA JIMENEZ,49.41,"EL ACUEDUCTO TIENE ORGANZIADA Y LEGALIZADA BOCATOMA, DESARENADOR Y TANQIE DE ALAMCENAMIENTO, SE REQUIERE DAR PRIORIDAD A LA DESINFECCION DEL AGUA PARA CONTROMICROBIOLOGICO, GESTIONAR SUSTANCIA DE TRATAMIENDO A NIVEL COLECTIVO O INDIVIDUAL, ADQUIRIR EQUIPOS DE ACTO DE CONTROL, CERTIFICAR FONTANERO EN CAPACIDADES LABORAL, DOCUMENTAR DE MANERA MAUAL Y PROCESOS",Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Captación / bocatoma, Operación y mantenimiento",2026-04-27,,20260427-7963-VIG,0,0,76736-1,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
113662,SEVILLA,ACUEDUCTO DE USUARIOS CONGAL ALTO,ACUEDUCTO DE USUARIOS CONGAL ALTO,2,2026-01-28,DESFAVORABLE,WILLIAM ALBERTO CARLOSAMA JIMENEZ,71.67,"EL ACUEDUCTO CANCELO SU MATRICULA MERCANTIL. SE CUENTA CON BOCATOMA, DESARENADOR, TANQUE Y DESINFECCION CON PASTILLAS. SE REQUIERE GESTIONAR SISTEMA DE TRATAMIENTO INDIVIDUAL O COLECTIVO REALIZAR AUTO CONTROL AL CLORO LIBRE CERTIFICAR OPERARIO EN COMPETENCIAS LABORALES DOCUMENTAR MANUALES",Desinfección,Desinfección / cloración,"cloro, desinfeccion, desinfección. También menciona: Tratamiento / filtración, Captación / bocatoma",2026-04-27,62.01,20260427-7964-VIG,Aceptada,Cerrado,76736-3,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,1
126907,SEVILLA,ACUEDUCTO RURAL EL CRUCERO - ACUACRUCERO,ACUEDUCTO RURAL EL CRUCERO - ACUACRUCERO,2,2026-02-12,DESFAVORABLE,WILLIAM ALBERTO CARLOSAMA JIMENEZ,60.15,"EL SISTEMA CUENTA CON JUNTA ORGANIZADA Y LEGALIZADA CON ACTUALIZACION HASTA 2021 NO REALIZA TRATAMIENTO AL AGUA EN DESINFECCION, SE RECOMIENDA INICIAR PROCESOS DE DESINFECCION Y GESTIONAR SOLUCIONES INDIVIDUALES A NIVEL DE LA VIVIENDA TENIENDO EN CUENTA LOS POCOS USUARIOS, CERTIFICAR FONTANERO EN COMPETENCIA LABORALES REALIZAR MANTENIMIENTO PERIODICOS A LA ESTRUCTURAS DEL SISTEMA",Desinfección,Desinfección / cloración,"desinfeccion, desinfección. También menciona: Tratamiento / filtración, Operación y mantenimiento",2026-05-13,42.55,20260513-8324-VIG,Aceptada,Cerrado,76736-2,Fisicoquimico y Microbiologico,Visita 1.2 + muestreo 1.7,1,2
