ID_SEDE_IRCA;COD_DANE;MUNICIPIO_BASE;NOMBRE_SEDE_BASE;MEN_COINCIDE;MEN_METODO_CRUCE;MEN_SCORE_CRUCE;MEN_ANIO;MEN_ESTABLECIMIENTO;MEN_SEDE;MEN_TOTAL_MATRICULA;MEN_LATITUD;MEN_LONGITUD;MEN_COORDENADA_VALIDA;USO_COORDENADA_MEN;USO_MATRICULA_MEN
586;;BUGALAGRANDE;I.E DIEGO RENGIFO SALAZAR SEDE ANTONIO RICAURTE SECUNDARIA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
587;276248000177;EL CERRITO;I.E. HERNANDO BORRERO CUADROS SEDE ROSA ZARATE DE PEÑA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.931;;;;0;;;NO;NO;NO
588;276622000372;ROLDANILLO;I.E RODRIGO LLOREDA CAICEDO SEDE TRECE DE JUNIO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;CE RODRIGO LLOREDA CAICEDO;TRECE DE JUNIO;8;4.4;-76.2;SI;NO;NO
589;276828000387;BOLIVAR;UNIDAD EDUCATIVA RODRIGO LLOREDA CAICEDO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE RODRIGO LLOREDA CAICEDO;RODRIGO LLOREDA;120;0.0;0.0;NO;NO;NO
590;;BOLIVAR;I.E RODRIGO LLOREDA CAICEDO SEDE POLICARPA SALAVARRIETA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.942;;;;0;;;NO;NO;NO
591;276828001146;TRUJILLO;ESCUELA RUR CRISTO REY;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MANUEL MARIA MALLARINO;CRISTO REY;73;4.28;-76.27;SI;NO;NO
592;276248000428;EL CERRITO;I.E. SANTA ELENA SEDE EDUARDO RIASCOS GRUESO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA ELENA;EDUARDO RIASCOS GRUESO;19;3.64;-76.25;SI;NO;NO
593;276248000045;EL CERRITO;I.E. SANTA ELENA SEDE JOSE ANTONIO GALAN;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA ELENA;JOSE ANTONIO  GALAN;27;3.64;-76.18;SI;NO;NO
594;276248000151;EL CERRITO;I.E. SANTA ELENA SEDE EL PARAISO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA ELENA;EL PARAISO;26;3.62;-76.19;SI;NO;NO
595;176248000016;EL CERRITO;I.E. SAGRADO CORAZON SEDE SAGRADO CORAZON;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SAGRADO CORAZÓN;SAGRADO CORAZON;837;3.69;-76.31;SI;NO;NO
596;176248000202;EL CERRITO;I.E. SAGRADO CORAZON SEDE PEDRO ANTONIO MOLINA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
597;176248000229;EL CERRITO;I.E. SAGRADO CORAZON SEDE MARIA INMACULADA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
598;176248000440;EL CERRITO;I.E. SAGRADO CORAZON SEDE GUILLERMO LEON VALENCIA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
599;276248000185;EL CERRITO;I.E. SAGRADO CORAZON SEDE RICARDO CIFUENTES RIOMAÑA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
600;276248000398;EL CERRITO;I.E. JORGE ISAACS SEDE SIMON BOLIVAR;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
601;176248000296;EL CERRITO;I.E. SAGRADO CORAZON SEDE MARIA MONTESSORI;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
602;176248000024;EL CERRITO;I.E. JORGE ISAACS SEDE JORGE ISAACS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
603;176248000431;EL CERRITO;I.E. JORGE ISAACS SEDE SANTA BARBARA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
604;176248000458;EL CERRITO;I.E. JORGE ISAACS SEDE JOSE IGNACIO RENGIFO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
605;476248000613;EL CERRITO;I.E. JORGE ISAACS SEDE CINCUENTENARIO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
606;176248000288;EL CERRITO;I.E. JORGE ISAACS SEDE PEDRO VICENTE MONTAÑO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
607;176248000466;EL CERRITO;I.E. SAGRADO CORAZON SEDE EDUARDO CABAL MOLINA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
608;176248000245;EL CERRITO;I.E. JORGE ISAACS SEDE JOSE CELESTINO MUTIS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
609;276248000363;EL CERRITO;I.E. JORGE ISAACS SEDE PRINCIPAL;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
610;276616000387;RIOFRIO;ESCUELA RURAL MIXTA MARCO FIDEL SUAREZ N. 32;NO;SIN_COINCIDENCIA_FUERTE;0.571;;;;0;;;NO;NO;NO
611;176616000013;RIOFRIO;COLEGIO PRIMITIVO CRESPO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE PRIMITIVO CRESPO;PRIMITIVO CRESPO;439;4.15;-76.29;SI;SI;NO
612;;RIOFRIO;I.E. PRIMITIVO CRESPO SEDE SAGRADO CORAZON DE JESUS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
613;176616000170;RIOFRIO;CENTRO EDUCATIVO CENT DOC N. 1 PEDRO MARIA MARMOLEJO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE PRIMITIVO CRESPO;PEDRO MARIA MARMOLEJO;412;4.16;-76.29;SI;NO;NO
614;276616000069;RIOFRIO;CENTRO EDUCATIVO CENT DOC SAN ISIDRO N. 29;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE PRIMITIVO CRESPO;SAN ISIDRO;17;4.15;-76.28;SI;NO;NO
615;276828000310;TRUJILLO;ESCUELA JOSE MARCOS VARGAS N. 33;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MANUEL MARIA MALLARINO;JOSÉ MARCOS VARGAS;12;4.24;-76.32;SI;SI;NO
616;176828000056;TRUJILLO;ESCUELA MERCEDES ABREGO N. 6;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
617;176828000048;TRUJILLO;CENTRO EDUCATIVO CENT DOC FRANCISCO JULIAN OLAYA N. 1;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JULIAN TRUJILLO;FRANCISCO JULIAN OLAYA;216;4.21;-76.32;SI;NO;NO
618;176828000064;TRUJILLO;CENTRO EDUCATIVO CENT DOC SAGRADO CORAZON DE JESUS N. 3;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SAGRADO CORAZON DE JESUS;SAGRADO CORAZON DE JESUS;457;4.21;-76.32;SI;SI;SI
619;176828000021;TRUJILLO;COLEGIO JULIAN TRUJILLO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JULIAN TRUJILLO;JULIAN TRUJILLO;414;4.21;-76.32;SI;NO;NO
620;176828000064;TRUJILLO;I. E.  INTEGRADA DE TRUJILLO - SEDE JULIAN TRUJILLO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JULIAN TRUJILLO;JULIAN TRUJILLO;414;4.21;-76.32;SI;SI;NO
621;176828000081;TRUJILLO;ESCUELA ELIAS ENRIQUE QUIJANA N. 4;NO;SIN_COINCIDENCIA_FUERTE;0.56;;;;0;;;NO;NO;NO
622;;EL DOVIO;I.E JOSE MARIA FALLA SEDE PRINCIPAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JOSE MARIA FALLA;JOSE MARIA FALLA;687;4.51;-76.24;SI;SI;NO
623;176250000015;EL DOVIO;I.E JOSE MARIA FALLA SEDE MARIA INMACULADA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
624;176250000295;EL DOVIO;IE JOSE MARIA FALLA SEDE JOSE JOAQUIN JARAMILLO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;;;;0;;;NO;NO;NO
625;176250000414;EL DOVIO;I.E JOSE MARIA FALLA SEDE SANTISIMO SACRAMENTO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
626;176250000261;EL DOVIO;I.E JOSE MARIA FALLA SEDE JOSE MARIA FALLA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JOSE MARIA FALLA;JOSE MARIA FALLA;687;4.51;-76.24;SI;NO;NO
627;276275000065;FLORIDA;I.E. LAS AMERICAS SEDE JOSE CELESTINO MUTIS;NO;POSIBLE_COINCIDENCIA_REVISAR;0.886;;;;0;;;NO;NO;NO
628;176275001393;FLORIDA;I.E. ABSALON TORRES CAMACHO SEDE SAGRADO CORAZON DE JESUS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.935;;;;0;;;NO;NO;NO
629;176275000010;FLORIDA;I.E. LAS AMERICAS SEDE INSTITUTO LAS AMERICAS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE LAS AMERICAS;INSTITUTO LAS AMERICAS;1253;3.33;-76.24;SI;NO;NO
630;176275001130;FLORIDA;I.E. LAS AMERICAS SEDE NORMA ZULUAGA JARAMILLO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.907;2.019;IE LAS AMERICAS;NORMAN ZULUAGA JARAMILLO;164;3.32;-76.24;SI;NO;NO
631;;FLORIDA;CDI  SEMILLITAS DE AMOR Y CONVIVENCIA;NO;SIN_COINCIDENCIA_FUERTE;0.456;;;;0;;;NO;NO;NO
632;8903019725;FLORIDA;FUNDACION CAICEDO GONZALEZ RIOPAILA CASTILLO;NO;SIN_COINCIDENCIA_FUERTE;0.483;;;;0;;;NO;NO;NO
633;;FLORIDA;JARDIN INFANTIL MARIA MONTESSORI;NO;SIN_COINCIDENCIA_FUERTE;0.79;;;;0;;;NO;NO;NO
634;276275000774;FLORIDA;I.E. IDEBIC SEDE SAN ANTONIO DE PADUA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE IDEBIC;SAN ANTONIO DE PADUA;6;3.3;-76.17;SI;NO;NO
635;;FLORIDA;HOGAR ICBF MI MUNDO MAGICO;NO;SIN_COINCIDENCIA_FUERTE;0.5;;;;0;;;NO;NO;NO
636;;FLORIDA;INSTITUTO TECNICO DE CIENCIAS DE LA SALUD SANTA CECILIA LTDA - INSAED LTDA;NO;SIN_COINCIDENCIA_FUERTE;0.4;;;;0;;;NO;NO;NO
637;;FLORIDA;HOGAR ICBF GATICOS SILVESTRES;NO;SIN_COINCIDENCIA_FUERTE;0.473;;;;0;;;NO;NO;NO
638;;FLORIDA;HOGAR ICBF CAJITA DE SORPRESAS;NO;SIN_COINCIDENCIA_FUERTE;0.492;;;;0;;;NO;NO;NO
639;;FLORIDA;HOGAR ICBF SOL Y LUNA;NO;SIN_COINCIDENCIA_FUERTE;0.415;;;;0;;;NO;NO;NO
640;;FLORIDA;ICBF AHB FAMIMIMOS;NO;SIN_COINCIDENCIA_FUERTE;0.474;;;;0;;;NO;NO;NO
641;;FLORIDA;HOGAR ICBF MI CASITA DEL MAÑANA;NO;SIN_COINCIDENCIA_FUERTE;0.448;;;;0;;;NO;NO;NO
642;;FLORIDA;HOGAR ICBF TRENSITO CAÑERO;NO;SIN_COINCIDENCIA_FUERTE;0.438;;;;0;;;NO;NO;NO
643;276275000278;FLORIDA;I.E. REGIONAL SIMON BOLIVAR SEDE SIMON BOLIVAR REGIONAL;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
644;276275000049;FLORIDA;I.E. REGIONAL SIMON BOLIVAR SEDE PARROQUIAL;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
645;376275001422;FLORIDA;COLEGIO LA SANTA INFANCIA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;COL SANTA INFANCIA;SANTA INFANCIA;54;3.32;-76.23;SI;SI;SI
646;;FLORIDA;CENTRO DE DESARROLLO BELISARIO CAICEDO;NO;SIN_COINCIDENCIA_FUERTE;0.678;;;;0;;;NO;NO;NO
647;;FLORIDA;HOGAR COMUNITARIO LOS CARIÑOSITOS;NO;SIN_COINCIDENCIA_FUERTE;0.468;;;;0;;;NO;NO;NO
648;;FLORIDA;HOGAR ICBF PEQUITAS;NO;SIN_COINCIDENCIA_FUERTE;0.457;;;;0;;;NO;NO;NO
649;;FLORIDA;HOGAR ICBF MI DESPERTAR;NO;SIN_COINCIDENCIA_FUERTE;0.513;;;;0;;;NO;NO;NO
650;;FLORIDA;HOGAR ICBF PUEBLITO ALEGRE;NO;SIN_COINCIDENCIA_FUERTE;0.441;;;;0;;;NO;NO;NO
651;;FLORIDA;HOGAR ICBF GATICOS JUGUETONES;NO;SIN_COINCIDENCIA_FUERTE;0.473;;;;0;;;NO;NO;NO
652;;FLORIDA;FUNDACIÓN JARDIN INFANTIL RAYITO DE LUZ CON AMOR;NO;SIN_COINCIDENCIA_FUERTE;0.568;;;;0;;;NO;NO;NO
653;176275000087;FLORIDA;I.E. ABSALON TORRES CAMACHO SEDE EMETERIO PIEDRAHITA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
654;;FLORIDA;HOGAR ICBF MIS PRIMERAS HUELLAS;NO;SIN_COINCIDENCIA_FUERTE;0.468;;;;0;;;NO;NO;NO
655;176275001393;FLORIDA;I.E. ABSALON TORRES CAMACHO SEDE ABSALON TORRES CAMACHO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.932;2.019;IE ABSALON TORRES CAMACHO;ABSALON TORRES CAMACHO;1101;3.33;-76.24;SI;NO;NO
656;;FLORIDA;HOGAR ICBF SORPRESITAS;NO;SIN_COINCIDENCIA_FUERTE;0.455;;;;0;;;NO;NO;NO
657;;FLORIDA;HOGAR ICBF MIS KIKATOS;NO;SIN_COINCIDENCIA_FUERTE;0.474;;;;0;;;NO;NO;NO
658;;FLORIDA;HOGAR ICBF MIS PRIMERAS  HUELLAS;NO;SIN_COINCIDENCIA_FUERTE;0.468;;;;0;;;NO;NO;NO
659;176275000494;FLORIDA;I.E. LAS AMERICAS SEDE JOSE EUSEBIO CARO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE LAS AMERICAS;JOSE EUSEBIO CARO;127;3.33;-76.24;SI;NO;NO
660;;FLORIDA;HOGAR ICBF PICAPIEDRAS;NO;SIN_COINCIDENCIA_FUERTE;0.471;;;;0;;;NO;NO;NO
661;;FLORIDA;HOGAR ICBF LOS SALTARINES;NO;SIN_COINCIDENCIA_FUERTE;0.476;;;;0;;;NO;NO;NO
662;;FLORIDA;HOGAR ICBF EL OSO HORMIGUERO;NO;SIN_COINCIDENCIA_FUERTE;0.455;;;;0;;;NO;NO;NO
663;;FLORIDA;HOGAR ICBF TRADICIONAL DANIELA;NO;SIN_COINCIDENCIA_FUERTE;0.467;;;;0;;;NO;NO;NO
664;;FLORIDA;HOGAR COMUNITARIO ICBF EL JORDANCITO;NO;SIN_COINCIDENCIA_FUERTE;0.44;;;;0;;;NO;NO;NO
665;;FLORIDA;HOGAR COMUNITARIO JARDIN DE MIS SUEÑOS;NO;SIN_COINCIDENCIA_FUERTE;0.469;;;;0;;;NO;NO;NO
666;;FLORIDA;HOGAR DEL ICBF EL PAJARO CARPINTERO;NO;SIN_COINCIDENCIA_FUERTE;0.421;;;;0;;;NO;NO;NO
667;;FLORIDA;HOGAR ICBF MIS PRIMEROS AÑITOS;NO;SIN_COINCIDENCIA_FUERTE;0.467;;;;0;;;NO;NO;NO
668;176275000524;FLORIDA;I.E. LAS AMERICAS SEDE SAN JORGE;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE LAS AMERICAS;SAN JORGE;137;3.33;-76.23;SI;NO;NO
669;376275001147;FLORIDA;INSTITUTO COMERCIAL SAN FRANCISCO DE ASIS;SI;COINCIDENCIA_NOMBRE_FUERTE;1.0;2.019;INST COMERCIAL SAN FRANCISCO DE ASÍS;INSTITUTO COMERCIAL SAN FRANCISCO DE ASÍS;391;3.33;-76.24;SI;SI;SI
670;376275800075;FLORIDA;FUNDACION SANTA BETHEL - FUNSABET;NO;SIN_COINCIDENCIA_FUERTE;0.413;;;;0;;;NO;NO;NO
671;176275000125;FLORIDA;I.E. ABSALON TORRES CAMACHO SEDE JULIO ARBOLEDA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
672;176275000095;FLORIDA;I.E. CIUDAD FLORIDA SEDE POLICARPA SALAVARRIETA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE CIUDAD FLORIDA;POLICARPA SALAVARRIETA;831;3.32;-76.23;SI;NO;NO
673;176275000281;FLORIDA;I.E. LAS AMERICAS SEDE ANTONIA SANTOS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE LAS AMERICAS;ANTONIA SANTOS;287;3.32;-76.24;SI;NO;NO
674;176275001156;FLORIDA;I.E. LAS AMERICAS SEDE MERCEDITAS FORERO DE GONZALEZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE LAS AMERICAS;MERCEDITAS FORERO DE GONZALEZ;271;3.32;-76.23;SI;NO;NO
675;376275000795;FLORIDA;COLEGIO RICARDO NIETO;NO;SIN_COINCIDENCIA_FUERTE;0.769;;;;0;;;NO;NO;NO
676;376275001350;FLORIDA;COLEGIO EMANUEL;NO;POSIBLE_COINCIDENCIA_REVISAR;0.857;;;;0;;;NO;NO;NO
677;;FLORIDA;JARDIN INFANTIL GIRSOLES DE COLORES;NO;SIN_COINCIDENCIA_FUERTE;0.689;;;;0;;;NO;NO;NO
678;;FLORIDA;CENTRO REGIONAL DE ESTUDIOS INTEGRADOS CREI;NO;SIN_COINCIDENCIA_FUERTE;0.479;;;;0;;;NO;NO;NO
679;376275001686;FLORIDA;COLEGIO TECNICO AGROAMBIENTAL ALEXANDER VON HUMBOLDT;NO;SIN_COINCIDENCIA_FUERTE;0.389;;;;0;;;NO;NO;NO
680;276275000341;FLORIDA;I.E. ATANASIO GIRARDOT SEDE CRISTO REY;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
681;276275000294;FLORIDA;I.E. ATANASIO GIRARDOT SEDE EL BARBULA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
682;276275000197;FLORIDA;I.E. ATANASIO GIRARDOT SEDE ATANASIO GIRARDOT;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ATANASIO GIRARDOT;ATANASIO GIRARDOT;274;3.29;-76.3;SI;NO;NO
683;276275000359;FLORIDA;I.E. ATANASIO GIRARDOT SEDE SANTA ANA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
684;276275001177;FLORIDA;I.E. ATANASIO GIRARDOT SEDE TULIO GONZALES FORERO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
685;176275000265;FLORIDA;I.E. CIUDAD FLORIDA SEDE JULIO CASTAÑO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE CIUDAD FLORIDA;JULIO CASTAÑO;274;3.32;-76.23;SI;NO;NO
686;176275000141;FLORIDA;I.E. CIUDAD FLORIDA SEDE ANTONIO ISAZA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE CIUDAD FLORIDA;ANTONIO ISAZA;89;3.32;-76.23;SI;NO;NO
687;176275000311;FLORIDA;I.E. CIUDAD FLORIDA SEDE GABRIELA MISTRAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE CIUDAD FLORIDA;GABRIELA MISTRAL;126;3.32;-76.23;SI;NO;NO
688;276275000944;FLORIDA;I.E. REGIONAL SIMON BOLIVAR SEDE SIMON BOLIVAR (PRINCIPAL);NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
689;;FLORIDA;INSTITUTO DE FORMACION LABORAL INSDEFORLA;NO;SIN_COINCIDENCIA_FUERTE;0.476;;;;0;;;NO;NO;NO
690;;FLORIDA;INSTITUCIONAL EDUCATIVA HAPPY KIDS;NO;SIN_COINCIDENCIA_FUERTE;0.427;;;;0;;;NO;NO;NO
691;;FLORIDA;INSTITUCION EDUCATIVA  CENTRO DE ESTUDIO TECNICO LABORAL DE COLOMBIA;NO;SIN_COINCIDENCIA_FUERTE;0.433;;;;0;;;NO;NO;NO
692;276318000013;GUACARÍ;I.E. SIMON BOLIVAR SEDE MANUELA BELTRÁN (PRINCIPAL);NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
693;276318000111;GUACARÍ;I.E. JOSE CELESTINO MUTIS SEDE JOSE CELESTINO MUTIS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JOSE CELESTINO MUTIS;JOSE CELESTINO MUTIS;178;3.77;-76.37;SI;NO;NO
694;276318000510;GUACARÍ;I.E. JOSE CELESTINO MUTIS SEDE PEDRO VICENTE ABADIA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
695;276318000226;GUACARÍ;I.E. JOSE IGNACIO OSPINA SEDE PRINCIPAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JOSE IGNACIO OSPINA;JOSE IGNACIO OSPINA;56;3.76;-76.3;SI;SI;NO
696;276318000277;GUACARÍ;I.E. SIMON BOLIVAR SEDE SIMON BOLIVAR;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SIMON BOLIVAR;SIMON BOLIVAR;285;3.8;-76.31;SI;NO;NO
697;176318000256;GUACARÍ;I.E. PEDRO VICENTE ABADIA SEDE SAULO RICARDO MOLINA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
698;276318000510;GUACARÍ;I.E. PEDRO VICENTE ABADIA SEDE PEDRO VICENTE ABADIA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
699;176318000183;GUACARÍ;I.E. PEDRO VICENTE ABADIA SEDE AUGUSTO DOMINGUEZ;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
700;276318000145;GUACARÍ;I.E. PEDRO VICENTE ABADIA SEDE CARMEN ARZAYÚZ DE SAAVEDRA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
701;176318000264;GUACARÍ;I.E. ESCUELA NORMAL SUPERIOR MIGUEL DE CERVANTES SAAVEDRA SEDE MIGUEL DE CERVANTES SAAVEDRA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.96;2.019;IE ESCUELA NORMAL SUPERIOR MIGUEL DE CERVANTES SAAVEDRA;MIGUEL DE CERVANTES SAAVEDRA;1098;3.76;-76.33;SI;NO;NO
702;276318000056;GUACARÍ;I.E. GENERAL SANTANDER SEDE MERCEDES ABREGO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
703;176318000418;GUACARÍ;I.E. ESCUELA NORMAL SUPERIOR MIGUEL DE CERVANTES SAAVEDRA SEDE ANTONIA SANTOS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.952;2.019;IE ESCUELA NORMAL SUPERIOR MIGUEL DE CERVANTES SAAVEDRA;ANTONIA SANTOS;270;3.76;-76.33;SI;NO;NO
704;176318000701;GUACARÍ;I.E. PEDRO VICENTE ABADIA SEDE FRANCISCO JOSE DE CALDAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.932;;;;0;;;NO;NO;NO
705;276318000897;GUACARÍ;I.E. JOSE IGNACIO OSPINA SEDE JOSE ARBEY GARCIA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
706;176306000013;GINEBRA;I.E. GINEBRA LA SALLE SEDE GINEBRA LA SALLE;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE GINEBRA LA SALLE;GINEBRA LA SALLE;936;3.73;-76.27;SI;NO;NO
707;176306000048;GINEBRA;I.E. GINEBRA LA SALLE SEDE CARLOS TASCON;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
708;176306000056;GINEBRA;I.E. GINEBRA LA SALLE SEDE ANTONIA SANTOS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
709;176306000421;GINEBRA;I.E. INMACULADA CONCEPCION SEDE INMACULADA CONCEPCION;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
710;176306000064;GINEBRA;I.E. INMACULADA CONCEPCION SEDE GENERAL ANZOATEGUI;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
711;176306000307;GINEBRA;I.E. GINEBRA LA SALLE SEDE ALFONSO LINCE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
712;276306000115;GINEBRA;I.E. GINEBRA LA SALLE SEDE JOSE MARIA VILLEGAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
