CODIGO_MUESTRA,TIPO_SERVICIO_FICHA,FECHA_TOMA_MUESTRA,NUMERO_ACTA,TIPO_MUESTRA,PUNTO_MUESTREO,LUGAR_TOMA_MUESTRA,DIRECCION,DEPARTAMENTO_PUNTO_MUESTREO,MUNICIPIO_PUNTO_MUESTREO,TIPO_LUGAR,CORREGIMIENTO_VEREDA,BARRIO,TIPO_FUENTE,NOMBRE_FUENTE,DEPARTAMENTO_ACUEDUCTO,MUNICIPIO,TIPO_ENTIDAD_PRESTADOR,PRESTADOR,TELEFONO_PRESTADOR,DIRECCION_PRESTADOR,ENTIDAD_REMITE_FICHA,MUESTRA_TOMADA_POR,OBSERVACIONES_FICHA,FECHA_FILTRO_RECEPCION_FICHA,ARO_FICHA,ARCHIVO_FICHA,LOTE_FICHA,RUTA_ARCHIVO_FICHA
20260414-7707-VIG,VIGILANCIA RUTINARIA,14/04/2026,02336,Agua tratada,76660,GRIFO INSTALADO PUNTO FIJO,VIA SAN PABLO,76 - VALLE DEL CAUCA,76606 - RESTREPO,RURAL,SAN PABLO,,QUEBRADA,LA ITALIA LA MANCHA,76 - VALLE DEL CAUCA,76606 - RESTREPO,ACUEDUCTO,ACUAVALLE S.A E.SP,3113613750,CALLE 9 # 13-15,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,"REP LEGAL JORGE ENRIQUE SANCHEZ CERON SE TOMA MUESTRA FISICO QUIMICO Y COLOR PARENTE EN FRACO AMBAR DE 1000 C, C SE REALIZA ANALISIS DE COLOR APARENTE 0 PCU",14/04/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260414-7708-VIG,VIGILANCIA RUTINARIA,14/04/2026,02332,Agua tratada,76126,GRIFO INSTALADO PUNTO FIJO,CALLE 9 CRA 11 BIBLIOTECA DPTAL,76 - VALLE DEL CAUCA,76126 - CALIMA,URBANO,,SD,QUEBRADA,QUEBRADA SAN JOSE DE ITALIA,76 - VALLE DEL CAUCA,76126 - CALIMA,ACUEDUCTO,EMCALIMA ESP,2534538,CL 10 # 14-63,UESVALLE - ARO TULUÁ,VISTOR HUGO TASCON,REP LEGAL SANDRA LILIANA DE LOS RIOS CALLE SE TOMA MUESTRA FQ EN FRASCO AMBAR DE 1000 C.C SE REALIZA ANALISIS DE COLOR APARENTE 5 PCV.,14/04/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260414-7709-VIG,,14/04/2026,02331,Agua tratada,76126,GRIFO INSTALADO PUNTO FIJO,"CALLE 10, CRA 4, HOSPITAL SAN JORGE",76 - VALLE DEL CAUCA,76126 - CALIMA,URBANO,,SAN JORGE,QUEBRADA,Q. SAN JOSE LA ITALIA,76 - VALLE DEL CAUCA,76126 - CALIMA,ACUEDUCTO,EMCALIMA ESP,2534538,CL 10 # 14-63,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,"REP. LEGAL: SANDRA LILIANA DE LOS RIOS CALLE, SE TOMA MUESTRA DE F.Q EN FRASCO AMBAR DE 1000 C.C SE REALIZA ANALISIS DE COLOR APARENTE 0 PCU",14/04/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260414-7724-VDM,VIGILANCIA DE MAPAS,14/04/2026,02088,Agua tratada,sd,grifo porteria,parcelacion las margaritas,76 - VALLE DEL CAUCA,76233 - DAGUA,RURAL,pueblo nuevo,,S/D,sin dato,76 - VALLE DEL CAUCA,76233 - DAGUA,ACUEDUCTO,parcelacion las margaritas,sd,vereda el vergel,UESVALLE - ARO CALI,carlos caicedo,"REPRESENTANTE LEGAL: JAVIER ENRIQUE HERNANDEZ RODRIGUEZ CC: 80.280.168 TIEMPO seco nota: LA MUESTRA DE COLOR APARENTE, SE ENTREGA EN FRASCO AMBAR DE 1.000 ML. color aparente en campo: 0 upc -METAL a analizar: hierro",14/04/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260414-7725-VDM,VIGILANCIA DE MAPAS,14/04/2026,02091,Agua tratada,s/d,filtro eKofil de arcilla - i.e,corregimiento loboguerrero i.e camilo TORRES,76 - VALLE DEL CAUCA,76233 - DAGUA,RURAL,loboguerrero - CAMILO TORRES,,QUEBRADA,la chapa,76 - VALLE DEL CAUCA,76233 - DAGUA,ACUEDUCTO,ASOCIACION DE USUARIOS ACUEDUCTO LOBOGUERRERO,3127528523,CASETA COMUNAL LOBOGUERRERO SECTOR # 4,UESVALLE - ARO CALI,carlos caicedo,"REPRESENTANTE LEGAL: juan de dios ibarra bueno CC:6.255.719, TIEMPO: lluvioso NOTA: LA MUESTRA DE COLOR APARENTE SE ENTREGA EN FRASCO DE AMBER DE 1.000 ML, color aparente en campo: 0 upc, metales a analizar: hierro y manganeso",14/04/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260414-7726-VDM,VIGILANCIA DE MAPAS,14/04/2026,02089,Agua tratada,0441,frente a la oficina auva esp,km 28 via cali - dagua,76 - VALLE DEL CAUCA,76233 - DAGUA,RURAL,el vergel,,QUEBRADA,la mina y nacimiento rozo y mata,76 - VALLE DEL CAUCA,76233 - DAGUA,ACUEDUCTO,ASOCIACION DE SUSCRIPTORES DEL SERVICIO DE AGUA EL VERGEL - AUVA E.S.P.,3228592684,VEREDA EL VERGEL KM 29 VIA AL MAR,UESVALLE - ARO CALI,carlos caicedo,"REPRESENTANTE LEGAL: juan dAVID GIRALDO MILLAN CC: 1.114.383.557 TIEMPO SECO nota: LA MUESTRA DE COLOR APARENTE, SE ENTREGA EN FRASCO AMBAR DE 1.000 ML. color aparente en campo: 0 upc -METALES a analizar: hierro Y MANGANESO",14/04/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260414-7727-VDM,VIGILANCIA DE MAPAS,14/04/2026,02079,Agua cruda,SD,VIVIENDA HECTOR EMILIO ARROYABE,VIVIENDA HECTOR EMILIO ARROYABE,76 - VALLE DEL CAUCA,76233 - DAGUA,RURAL,BUENOS ARIES PARTE ALTA,,QUEBRADA,LA ALBERCA,76 - VALLE DEL CAUCA,76233 - DAGUA,ACUEDUCTO,ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO DE BUENOS AIRES PARTE ALTA - NUEVA VIDA ESP,3002299036,VEREDA BUENOS AIRES PARTE ALTA,UESVALLE - ARO CALI,CARLOS CAICEDO,"REPRESENTANTE LEGAL: HECTOR EMILIO ARROYAVE CC:94.422.925, TIEMPO: lluvioso NOTA: LA MUESTRA DE COLOR APARENTE SE ENTREGA EN FRASCO DE AMBER DE 1.000 ML, color aparente en campo: 500 upc, metales a analizar: hierro",14/04/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260414-7728-VDM,VIGILANCIA DE MAPAS,14/04/2026,02090,Agua tratada,1901,AL LADO DE MALLA ESLABONADA COLEGIO,SECTOR VIA LOMA ALTA,76 - VALLE DEL CAUCA,76233 - DAGUA,RURAL,TOCOTA,,QUEBRADA,LOS CIRUELOS,76 - VALLE DEL CAUCA,76233 - DAGUA,ACUEDUCTO,ASOCIACION DE USUARIOS DE ACUEDUCTO DE LA VEREDA TOCOTA - ASOTOCOTA,3166336533,VEREDA TOCOTA,UESVALLE - ARO CALI,CARLOS CAICEDO,"REPRESENTANTE LEGAL: EDISON DE JESUS PEREZ VALENCIA CC: SIN DATO TIEMPO lluvioso nota: LA MUESTRA DE COLOR APARENTE, SE ENTREGA EN FRASCO AMBAR DE 1.000 ML. color aparente en campo: 34 upc -METAL a analizar: hierro",14/04/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260414-7729-VDM,VIGILANCIA DE MAPAS,14/04/2026,02080,Agua tratada,0912,PUNTO 6 FRENTE A FINCA LAS ACASIAS,CALLEJON LA PULIDA,76 - VALLE DEL CAUCA,76233 - DAGUA,RURAL,EL PALMAR LA VIBORA,,QUEBRADA,LA VIBORA,76 - VALLE DEL CAUCA,76233 - DAGUA,ACUEDUCTO,EMPRESA COMUNITARIA DE ACUEDUCTO RURAL EL PALMAR SECTOR LA VIBORA,3173110277,CORREGIMIENTO EL PALMAR - LA VIBORA,UESVALLE - ARO CALI,CARLOS CAICEDO,"REPRESENTANTE LEGAL: JOSE BENICIO MURCIA ENRIQUEZ CC: 94.050.003 TIEMPO SECO nota: LA MUESTRA DE COLOR APARENTE, SE ENTREGA EN FRASCO AMBAR DE 1.000 ML. color aparente en campo: 0 upc -METALES a analizar: hierro",14/04/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260415-7730-VIG,VIGILANCIA RUTINARIA,15/04/2026,02201,Agua tratada,6905,AL LADO DEL CERCO PERIMETRAL POLIDEPORTIVO,POLIDEPORTIVO BARRIO MUNICIPAL,76 - VALLE DEL CAUCA,76869 - VIJES,URBANO,,MUNICIPAL,QUEBRADA,"CARBONERO Y POTRERITO, POZO PROFUNDO.",76 - VALLE DEL CAUCA,76869 - VIJES,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - VIJES,2520233,Calle 5 # 2-44 Vijes,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,REPRESENTANTE LEGAL: JORGE ENRIQUE SÁNCHEZ CERON CC 6319264 TIEMPO SECO. NOTA: LA MUESTRA DE COLOR APARENTE SE ENTREGA EN FRASCO DE VIDRIO ÁMBAR DE 1.000 ML. MEDICIÓN DE COLOR APARENTE EN CAMPO = 0 PCU. NOTA: ANÁLISIS FISICOQUÍMICO PARA DUREZA Y CALCIO.,15/04/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260415-7731-VIG,VIGILANCIA RUTINARIA,15/04/2026,02202,Agua tratada,6901,AL LADO VIVIENDA REVISOR ACUAVALLE SOBRE CARRERA 3.,CARRERA 3 CALLE 4 ESQUINA.,76 - VALLE DEL CAUCA,76869 - VIJES,URBANO,,SECTOR 1 CANGREJO,QUEBRADA,CARBONERO Y POTRERITO. POZO PROFUNDO,76 - VALLE DEL CAUCA,76869 - VIJES,ACUEDUCTO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - VIJES,2520233,Calle 5 # 2-44 Vijes,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,REPRESENTANTE LEGAL: JORGE ENRIQUE SÁNCHEZ CERON CC 6319264 TIEMPO SECO. NOTA: LA MUESTRA DE COLOR APARENTE SE ENTREGA EN FRASCO DE VIDRIO ÁMBAR DE 1.000 ML. MEDICIÓN DE COLOR APARENTE EN CAMPO = 0 PCU. NOTA: ANÁLISIS FISICOQUÍMICO PARA DUREZA Y CALCIO.,15/04/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260415-7745-VIG,VIGILANCIA RUTINARIA,15/04/2026,02339,Agua tratada,76126-1,GRIFO PATIO,KIOSKO,76 - VALLE DEL CAUCA,76126 - CALIMA,RURAL,PARCELACION REFUGIO DE CALIMA,,QUEBRADA,QUEBRADA VERSALLES,76 - VALLE DEL CAUCA,76126 - CALIMA,ACUEDUCTO,PARCELACIËN LOS REFUGIOS DE CALIMA,3158094252,REFUGIOS DE CALIMA,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,"REP. LEGAL: LUZ STELLA GARCIA, SE TOMA MUESTRA DE F.Q EN FRASCO AMBAR DE 1000 C.C SE REALIZA ANALISIS DE COLOR APARENTE 390 PCU, LLUVIAS FUERTES EN LOS DOS ULTIMOS DIAS",15/04/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260415-7746-VIG,VIGILANCIA RUTINARIA,15/04/2026,02341,Agua tratada,76126.3,GRIFO INSTALADO PUNTO FIJO,PORTERIA,76 - VALLE DEL CAUCA,76126 - CALIMA,RURAL,PINOS 1 PUENTE TIERRA,,QUEBRADA,LA NORUEGA,76 - VALLE DEL CAUCA,76126 - CALIMA,ACUEDUCTO,ACUEDUCTO PARCELACIÓN LOS PINOS 1,3147249427,LOS PINOS 1,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,"REP LEGAL MONICA MARTINEZ SE TOMA MUESTRA FISICO QUIMICO Y COLOR PARENTE EN FRACO AMBAR DE 1000 C, C SE REALIZA ANALISIS DE COLOR APARENTE 0 PCU SE ESTA APLICANDO SULFATO DE ALUMINIO",15/04/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260415-7747-VIG,VIGILANCIA RUTINARIA,15/04/2026,02340,Agua tratada,76526,GRIFO INSTALADO PUNTO FIJO,CLUB NAUTICO,76 - VALLE DEL CAUCA,76126 - CALIMA,RURAL,LLANITOS,,QUEBRADA,QUEBRADA EL INFIERNO,76 - VALLE DEL CAUCA,76126 - CALIMA,ACUEDUCTO,ACUEDUCTO RURAL LLANITOS ACUALLANITOS SA ESP,3003053114,CENTRO NAUTICO,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,REP LEGAL JOSE ALFONSO CAMACHO SE TOMA MUESTRA FQ EN FRASCO AMBAR DE 1000C.C SE REALIZA ANALISIS DE COLOR APARENTE 12 PCV LLOVIO FUERTE LAS ULTIMAS DOS HORAS.,15/04/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260415-7748-VIG,VIGILANCIA RUTINARIA,15/04/2026,02337,Agua tratada,76126,GRIFO INSTALADO PUNTO FIJO,FINCA CALLETANA,76 - VALLE DEL CAUCA,76126 - CALIMA,RURAL,SANTA ELENA,,QUEBRADA,SANTA ELENA,76 - VALLE DEL CAUCA,76126 - CALIMA,ACUEDUCTO,ASOCIACION COMUNITARIA DEL ACUEDUCTO DE LA VEREDA SANTA ELENA MUNICIPIO DE CALIMA,3177138674,VEREDA SANTA ELENA,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,REPRESENTANTE LEGAL MANUEL DARIO SALAZAR SE TOMA MUESTRA DE FQ EN FRASCO AMBAR DE 1000CC SE REALIZA ANALISIS DE COLOR APARENTE 6PCU LLUVIAS FUERTES EN LOS ULTIMOS DIAS.,15/04/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260415-7749-VIG,,15/04/2026,02342,Agua cruda,76126,GRIFO PATIO,PORTERIA,76 - VALLE DEL CAUCA,76126 - CALIMA,RURAL,P LA HOLANDA PUENTE TIERRA CALIMA,,QUEBRADA,PUENTE TIERRA,76 - VALLE DEL CAUCA,76126 - CALIMA,ACUEDUCTO,ACUEDUCTO PARCELACION LA HOLANDA,3217819816,PARCELACION LA HOLANDA - PUENTE TIERRA,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,"REP LEGAL JJAQUELINE ARTUNDUAGA SE TOMA MUESTRA FISICO QUIMICO Y COLOR PARENTE EN FRACO AMBAR DE 1000 C, C SE REALIZA ANALISIS DE COLOR APARENTE 97 PCU LLUVIA FUERTE EN LA NOCHE",15/04/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260415-7752-VIG,VIGILANCIA RUTINARIA,15/04/2026,02338,Agua tratada,76126-1,GRIFO INSTALADO PUNTO FIJO,CASA FAMILIA PRADO,76 - VALLE DEL CAUCA,76126 - CALIMA,RURAL,EL VERGEL,,QUEBRADA,SANTA ELENA,76 - VALLE DEL CAUCA,76126 - CALIMA,ACUEDUCTO,ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO RURAL EL VERGEL,3153221218,VEREDA EL VERGEL,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,"REPRESENTANTE LEGAL ROBINSON PRADO SE TOMA MUESTRA A FQ EN FRASCO AMBAR DE 1000CC, SE REALIZA ANALISIS DE COLOR APARENTE 96 PCU FUERTES LLUVIAS LOS ULTIMOS DOS DIAS.",15/04/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260415-7770-VIG,VIGILANCIA RUTINARIA,15/04/2026,02203,Agua tratada,2481,FRENTE A ESCUELA SANTA BARBARA,CALLE 9 CARRERA 21 # 9-19,76 - VALLE DEL CAUCA,76248 - EL CERRITO,URBANO,,SANTA BARBARA,RÍO,EL CERRITO,76 - VALLE DEL CAUCA,76248 - EL CERRITO,ACUEDUCTO,ACUAVALLE S.A E.SP,6022571302,CALLE 6 # 13-17,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,REPRESENTANTE LEGAL: JORGE ENRIQUE SÁNCHEZ CERON CC 6319264 TIEMPO SECO. NOTA: LA MUESTRA DE COLOR APARENTE SE ENTREGA EN FRASCO DE VIDRIO ÁMBAR DE 1.000 ML. MEDICIÓN DE COLOR APARENTE EN CAMPO = 0 PCU.,15/04/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260415-7771-VIG,VIGILANCIA RUTINARIA,15/04/2026,02204,Agua tratada,2485,FRENTE A HOSPITAL SAN RAFAEL UNIDAD DE URGENCIAS,CALLE 11 CARRERA 14,76 - VALLE DEL CAUCA,76248 - EL CERRITO,URBANO,,SAN RAFAEL,RÍO,EL CERRITO,76 - VALLE DEL CAUCA,76248 - EL CERRITO,ACUEDUCTO,ACUAVALLE S.A E.SP,6022571302,CALLE 6 # 13-17,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,REPRESENTANTE LEGAL: JORGE ENRIQUE SÁNCHEZ CERON CC 6319264 TIEMPO SECO. NOTA: LA MUESTRA DE COLOR APARENTE SE ENTREGA EN FRASCO DE VIDRIO ÁMBAR DE 1.000 ML. MEDICIÓN DE COLOR APARENTE EN CAMPO = 1 PCU.,15/04/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260415-7772-VIG,VIGILANCIA RUTINARIA,15/04/2026,02205,Agua tratada,2482,FRENTE A ESTACION DE BOMBEROS,CARRERA 6 CALLE 7,76 - VALLE DEL CAUCA,76248 - EL CERRITO,URBANO,,LA ESTRELLA,RÍO,EL CERRITO,76 - VALLE DEL CAUCA,76248 - EL CERRITO,ACUEDUCTO,ACUAVALLE S.A E.SP,6022571302,CALLE 6 # 13-17,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,REPRESENTANTE LEGAL: JORGE ENRIQUE SÁNCHEZ CERON CC 6319264 TIEMPO SECO. NOTA: LA MUESTRA DE COLOR APARENTE SE ENTREGA EN FRASCO DE VIDRIO ÁMBAR DE 1.000 ML. MEDICIÓN DE COLOR APARENTE EN CAMPO = 0 PCU.,15/04/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260415-7773-VIG,VIGILANCIA RUTINARIA,15/04/2026,02206,Agua tratada,2484,PRIMER NUDO DE DISTRIBUCCIÓN,CALLE 6 # 1 - 11 LA VARIANTE,76 - VALLE DEL CAUCA,76248 - EL CERRITO,URBANO,,BUENOS AIRES,RÍO,EL CERRITO,76 - VALLE DEL CAUCA,76248 - EL CERRITO,ACUEDUCTO,ACUAVALLE S.A E.SP,6022571302,CALLE 6 # 13-17,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,REPRESENTANTE LEGAL: JORGE ENRIQUE SÁNCHEZ CERON CC 6319264 TIEMPO SECO. NOTA: LA MUESTRA DE COLOR APARENTE SE ENTREGA EN FRASCO DE VIDRIO ÁMBAR DE 1.000 ML. MEDICIÓN DE COLOR APARENTE EN CAMPO = 0 PCU.,15/04/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260415-7774-VIG,VIGILANCIA RUTINARIA,15/04/2026,02207,Agua tratada,2483,FRENTE A CASETA COMUNAL DEL BARRIO CINCUENTENARIO,CASETA COMUNAL BARRIO CINCUENTENARIO,76 - VALLE DEL CAUCA,76248 - EL CERRITO,URBANO,,CINCUENTENARIO,RÍO,EL CERRITO,76 - VALLE DEL CAUCA,76248 - EL CERRITO,ACUEDUCTO,ACUAVALLE S.A E.SP,6022571302,CALLE 6 # 13-17,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,REPRESENTANTE LEGAL: JORGE ENRIQUE SÁNCHEZ CERON CC 6319264 TIEMPO SECO. NOTA: LA MUESTRA DE COLOR APARENTE SE ENTREGA EN FRASCO DE VIDRIO ÁMBAR DE 1.000 ML. MEDICIÓN DE COLOR APARENTE EN CAMPO = 0 PCU.,15/04/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260420-7777-VIG,VIGILANCIA RUTINARIA,20/04/2026,00825,Agua cruda,0002,grifo,finca la estella cancha de basquet,76 - VALLE DEL CAUCA,76863 - VERSALLES,RURAL,puente tierra,,QUEBRADA,la secreta,76 - VALLE DEL CAUCA,76863 - VERSALLES,ACUEDUCTO,ASOCIACIËN COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE PUENTE TIERRA ASOCOAPT,3136234469,CORREGIMIENTO PUENTE TIERRA,UESVALLE - ARO CARTAGO,oscar armando rios,,20/04/2026,Cartago,muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv,20260526_1510,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1510\muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv
20260420-7778-VIG,,20/04/2026,00826,Agua cruda,0003,grifo,finca la maria jair eder gonzalez,76 - VALLE DEL CAUCA,76863 - VERSALLES,RURAL,campo alegre,,QUEBRADA,agua sucia-- la floresta,76 - VALLE DEL CAUCA,76863 - VERSALLES,ACUEDUCTO,JUNTA ADMINISTRADORA ACUEDUCTO CAMPO ALEGRE,3197491719,VDA CAMPO ALEGRE,UESVALLE - ARO CARTAGO,oscar armando rios,,20/04/2026,Cartago,muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv,20260526_1510,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1510\muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv
